locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIOADCLO_00525	CDS	237	secG			preprotein translocase subunit SecG
OIOADCLO_00526	gene	2334	rnr			
OIOADCLO_00526	CDS	2334	rnr			ribonuclease R
OIOADCLO_00527	gene	468	smpB			
OIOADCLO_00527	CDS	468	smpB			SsrA-binding protein SmpB
OIOADCLO_00528	gene	720				
OIOADCLO_00528	CDS	720				glutaminyl-peptide cyclotransferase
OIOADCLO_00529	gene	648	pcp			
OIOADCLO_00529	CDS	648	pcp	3.4.19.3		pyroglutamyl-peptidase I
OIOADCLO_00530	gene	927				
OIOADCLO_00530	CDS	927				hypothetical protein
OIOADCLO_00531	gene	684				
OIOADCLO_00531	CDS	684				hypothetical protein
OIOADCLO_00532	gene	927				
OIOADCLO_00532	CDS	927				glycosyltransferase family 2 protein
OIOADCLO_00533	gene	378				
OIOADCLO_00533	CDS	378				VOC family protein
OIOADCLO_00534	gene	666				
OIOADCLO_00534	CDS	666				NAD(P)H-dependent oxidoreductase
OIOADCLO_00535	gene	1086				
OIOADCLO_00535	CDS	1086				Xaa-Pro peptidase family protein
OIOADCLO_00536	gene	1002	ccpA			
OIOADCLO_00536	CDS	1002	ccpA			catabolite control protein A
OIOADCLO_00537	gene	999				
OIOADCLO_00537	CDS	999				glycosyltransferase family 4 protein
OIOADCLO_00538	gene	1335				
OIOADCLO_00538	CDS	1335				glycosyltransferase family 4 protein
OIOADCLO_00539	gene	1944	thrS			
OIOADCLO_00539	CDS	1944	thrS	6.1.1.3		threonine--tRNA ligase
OIOADCLO_00540	gene	993				
OIOADCLO_00540	CDS	993				ATP-binding cassette domain-containing protein
OIOADCLO_00541	gene	819				
OIOADCLO_00541	CDS	819				ABC-2 family transporter protein
OIOADCLO_00542	gene	786				
OIOADCLO_00542	CDS	786				ABC transporter permease
OIOADCLO_00543	gene	1149				
OIOADCLO_00543	CDS	1149		2.3.1.16		acetyl-CoA C-acyltransferase
OIOADCLO_00544	gene	1248				
OIOADCLO_00544	CDS	1248				AMP-binding protein
OIOADCLO_00545	gene	996				
OIOADCLO_00545	CDS	996				hypothetical protein
OIOADCLO_00546	gene	711	yycF_2			
OIOADCLO_00546	CDS	711	yycF_2			response regulator YycF
OIOADCLO_00547	gene	1353	vicK			
OIOADCLO_00547	CDS	1353	vicK	2.7.13.3		cell wall metabolism sensor histidine kinase VicK
OIOADCLO_00548	gene	810				
OIOADCLO_00548	CDS	810				MBL fold metallo-hydrolase
OIOADCLO_00549	gene	693	rnc			
OIOADCLO_00549	CDS	693	rnc	3.1.26.3		ribonuclease III
OIOADCLO_00550	gene	3540	smc			
OIOADCLO_00550	CDS	3540	smc			chromosome segregation protein SMC
OIOADCLO_00551	gene	873	rgg3			
OIOADCLO_00551	CDS	873	rgg3			quorum-sensing system transcriptional regulator Rgg3
OIOADCLO_00552	gene	873				
OIOADCLO_00552	CDS	873		1.1.1.25		shikimate dehydrogenase
OIOADCLO_00553	gene	837				
OIOADCLO_00553	CDS	837				sugar phosphate isomerase/epimerase
OIOADCLO_00554	gene	735				
OIOADCLO_00554	CDS	735		6.3.2.31		coenzyme F420-0:L-glutamate ligase
OIOADCLO_00555	gene	987				
OIOADCLO_00555	CDS	987				dehydrogenase
OIOADCLO_00556	gene	1200				
OIOADCLO_00556	CDS	1200		2.5.1.6		methionine adenosyltransferase
OIOADCLO_00557	gene	969				
OIOADCLO_00557	CDS	969				serine kinase
OIOADCLO_00558	gene	990				
OIOADCLO_00558	CDS	990		2.4.-.-		glycosyltransferase
OIOADCLO_00559	gene	1158				
OIOADCLO_00559	CDS	1158				UDP-glucose/GDP-mannose dehydrogenase family protein
OIOADCLO_00560	gene	1209				
OIOADCLO_00560	CDS	1209				MFS transporter
OIOADCLO_00561	gene	210				
OIOADCLO_00561	CDS	210				helix-turn-helix transcriptional regulator
OIOADCLO_00562	gene	846				
OIOADCLO_00562	CDS	846				hypothetical protein
OIOADCLO_00563	gene	729				
OIOADCLO_00563	CDS	729				hypothetical protein
OIOADCLO_00564	gene	225				
OIOADCLO_00564	CDS	225				hypothetical protein
OIOADCLO_00565	gene	885				
OIOADCLO_00565	CDS	885				hypothetical protein
OIOADCLO_00566	gene	159				
OIOADCLO_00566	CDS	159				terminase
OIOADCLO_00567	gene	303				
OIOADCLO_00567	CDS	303				type II toxin-antitoxin system RelB/DinJ family antitoxin
OIOADCLO_00568	gene	306				
OIOADCLO_00568	CDS	306				type II toxin-antitoxin system RelE/ParE family toxin
OIOADCLO_00569	gene	273				
OIOADCLO_00569	CDS	273				hypothetical protein
OIOADCLO_00570	gene	453				
OIOADCLO_00570	CDS	453				hypothetical protein
OIOADCLO_00571	gene	315				
OIOADCLO_00571	CDS	315				hypothetical protein
OIOADCLO_00572	gene	339				
OIOADCLO_00572	CDS	339				hypothetical protein
OIOADCLO_00573	gene	825	asnS_1			
OIOADCLO_00573	CDS	825	asnS_1	6.1.1.22		asparagine--tRNA ligase
OIOADCLO_00574	gene	1248	ddl			
OIOADCLO_00574	CDS	1248	ddl	6.3.2.4		D-alanine--D-alanine ligase
OIOADCLO_00575	gene	717	mccF			
OIOADCLO_00575	CDS	717	mccF			Microcin C7 self-immunity protein MccF
OIOADCLO_00576	gene	201				
OIOADCLO_00576	CDS	201				hypothetical protein
OIOADCLO_00577	gene	900				
OIOADCLO_00577	CDS	900				hypothetical protein
OIOADCLO_00578	gene	714				
OIOADCLO_00578	CDS	714				IS3 family transposase
OIOADCLO_00579	gene	276				
OIOADCLO_00579	CDS	276				IS3 family transposase ISSag5
OIOADCLO_00580	gene	798				
OIOADCLO_00580	CDS	798				Cof-type HAD-IIB family hydrolase
OIOADCLO_00581	gene	825				
OIOADCLO_00581	CDS	825				Cof-type HAD-IIB family hydrolase
OIOADCLO_00582	gene	1551	ftsY			
OIOADCLO_00582	CDS	1551	ftsY			signal recognition particle-docking protein FtsY
OIOADCLO_00583	gene	1368				
OIOADCLO_00583	CDS	1368				MFS transporter
OIOADCLO_00584	gene	843				
OIOADCLO_00584	CDS	843				PRD domain-containing protein
OIOADCLO_00585	gene	1863				
OIOADCLO_00585	CDS	1863				PTS beta-glucoside transporter subunit IIBCA
OIOADCLO_00586	gene	1425				
OIOADCLO_00586	CDS	1425				glycoside hydrolase family 1 protein
OIOADCLO_00587	gene	816				
OIOADCLO_00587	CDS	816				TIGR03943 family protein
OIOADCLO_00588	gene	903				
OIOADCLO_00588	CDS	903				permease
OIOADCLO_00589	gene	156				
OIOADCLO_00589	CDS	156				hypothetical protein
OIOADCLO_00590	gene	2133				
OIOADCLO_00590	CDS	2133				RNA-binding transcriptional accessory protein
OIOADCLO_00591	gene	273				
OIOADCLO_00591	CDS	273				PspC domain-containing protein
OIOADCLO_00592	gene	933	hprK			
OIOADCLO_00592	CDS	933	hprK			HPr(Ser) kinase/phosphatase
OIOADCLO_00593	gene	780	lgt			
OIOADCLO_00593	CDS	780	lgt	2.5.1.145		prolipoprotein diacylglyceryl transferase
OIOADCLO_00594	gene	408				
OIOADCLO_00594	CDS	408				hypothetical protein
OIOADCLO_00595	gene	429				
OIOADCLO_00595	CDS	429				YtxH domain-containing protein
OIOADCLO_00596	gene	285				
OIOADCLO_00596	CDS	285				hypothetical protein
OIOADCLO_00597	gene	927				
OIOADCLO_00597	CDS	927				U32 family peptidase
OIOADCLO_00598	gene	1278				
OIOADCLO_00598	CDS	1278				U32 family peptidase
OIOADCLO_00599	gene	213				
OIOADCLO_00599	CDS	213				YdbC family protein
OIOADCLO_00600	gene	1494	lysS			
OIOADCLO_00600	CDS	1494	lysS	6.1.1.6		lysine--tRNA ligase
OIOADCLO_00601	gene	903				
OIOADCLO_00601	CDS	903				HAD family hydrolase
OIOADCLO_00602	gene	624				
OIOADCLO_00602	CDS	624				histidine phosphatase family protein
OIOADCLO_00603	gene	480				
OIOADCLO_00603	CDS	480				aminoacyl-tRNA deacylase
OIOADCLO_00604	gene	564	thiT			
OIOADCLO_00604	CDS	564	thiT			energy-coupled thiamine transporter ThiT
OIOADCLO_00605	gene	849				
OIOADCLO_00605	CDS	849				glycoside hydrolase family 25 protein
OIOADCLO_00606	gene	504				
OIOADCLO_00606	CDS	504				ECF transporter S component
OIOADCLO_00607	gene	387				
OIOADCLO_00607	CDS	387				hypothetical protein
OIOADCLO_00608	gene	480				
OIOADCLO_00608	CDS	480				glutathione peroxidase
OIOADCLO_00609	gene	1800	pepF_1			
OIOADCLO_00609	CDS	1800	pepF_1			oligoendopeptidase F
OIOADCLO_00610	gene	2799	ppc			
OIOADCLO_00610	CDS	2799	ppc	4.1.1.31		phosphoenolpyruvate carboxylase
OIOADCLO_00611	gene	1275				
OIOADCLO_00611	CDS	1275				FtsW/RodA/SpoVE family cell cycle protein
OIOADCLO_00612	gene	1197	tuf			
OIOADCLO_00612	CDS	1197	tuf			elongation factor Tu
OIOADCLO_00613	gene	759	tpiA			
OIOADCLO_00613	CDS	759	tpiA	5.3.1.1		triose-phosphate isomerase
OIOADCLO_00614	gene	1236				
OIOADCLO_00614	CDS	1236				aminoacyltransferase
OIOADCLO_00615	gene	1227				
OIOADCLO_00615	CDS	1227				lipid II:glycine glycyltransferase FemX
OIOADCLO_00616	gene	810	yidA			
OIOADCLO_00616	CDS	810	yidA	3.1.3.23		sugar-phosphatase
OIOADCLO_00617	gene	1302				
OIOADCLO_00617	CDS	1302				HD domain-containing protein
OIOADCLO_00618	gene	387				
OIOADCLO_00618	CDS	387				hypothetical protein
OIOADCLO_00619	gene	2682				
OIOADCLO_00619	CDS	2682				cation-translocating P-type ATPase
OIOADCLO_00620	gene	996				
OIOADCLO_00620	CDS	996				LacI family DNA-binding transcriptional regulator
OIOADCLO_00621	gene	1908				
OIOADCLO_00621	CDS	1908				alginate lyase family protein
OIOADCLO_00622	gene	822				
OIOADCLO_00622	CDS	822				PTS system mannose/fructose/sorbose family transporter subunit IID
OIOADCLO_00623	gene	783				
OIOADCLO_00623	CDS	783				PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC
OIOADCLO_00624	gene	489				
OIOADCLO_00624	CDS	489				PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB
OIOADCLO_00625	gene	1200				
OIOADCLO_00625	CDS	1200				glycoside hydrolase family 88 protein
OIOADCLO_00626	gene	438				
OIOADCLO_00626	CDS	438				PTS sugar transporter subunit IIA
OIOADCLO_00627	gene	795				
OIOADCLO_00627	CDS	795		1.1.1.69		gluconate 5-dehydrogenase
OIOADCLO_00628	gene	642				
OIOADCLO_00628	CDS	642				RpiB/LacA/LacB family sugar-phosphate isomerase
OIOADCLO_00629	gene	1002				
OIOADCLO_00629	CDS	1002				sugar kinase
OIOADCLO_00630	gene	636				
OIOADCLO_00630	CDS	636				bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
OIOADCLO_00631	gene	651				
OIOADCLO_00631	CDS	651				HAD family phosphatase
OIOADCLO_00632	gene	1125	queG			
OIOADCLO_00632	CDS	1125	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
OIOADCLO_00633	gene	981	prfB			
OIOADCLO_00633	CDS	981	prfB			peptide chain release factor 2
OIOADCLO_00634	gene	693	ftsE			
OIOADCLO_00634	CDS	693	ftsE			cell division ATP-binding protein FtsE
OIOADCLO_00635	gene	930	ftsX			
OIOADCLO_00635	CDS	930	ftsX			permease-like cell division protein FtsX
OIOADCLO_00636	gene	636				
OIOADCLO_00636	CDS	636				MBL fold metallo-hydrolase
OIOADCLO_00637	gene	615				
OIOADCLO_00637	CDS	615		1.1.1.304		(S)-acetoin forming diacetyl reductase
OIOADCLO_00638	gene	147				
OIOADCLO_00638	CDS	147		1.1.1.304		(S)-acetoin forming diacetyl reductase
OIOADCLO_00639	gene	2502				
OIOADCLO_00639	CDS	2502				bifunctional DnaQ family exonuclease/ATP-dependent helicase
OIOADCLO_00640	gene	1194				
OIOADCLO_00640	CDS	1194				pyridoxal phosphate-dependent aminotransferase
OIOADCLO_00641	gene	1347	asnS_2			
OIOADCLO_00641	CDS	1347	asnS_2	6.1.1.22		asparagine--tRNA ligase
OIOADCLO_00642	gene	891	rapZ			
OIOADCLO_00642	CDS	891	rapZ			RNase adapter RapZ
OIOADCLO_00643	gene	978				
OIOADCLO_00643	CDS	978				YvcK family protein
OIOADCLO_00644	gene	912	whiA			
OIOADCLO_00644	CDS	912	whiA			DNA-binding protein WhiA
OIOADCLO_00645	gene	1398				
OIOADCLO_00645	CDS	1398		3.4.13.-		C69 family dipeptidase
OIOADCLO_00646	gene	1548				
OIOADCLO_00646	CDS	1548				zinc ABC transporter substrate-binding protein AdcA
OIOADCLO_00647	gene	723				
OIOADCLO_00647	CDS	723				GntR family transcriptional regulator
OIOADCLO_00648	gene	1200				
OIOADCLO_00648	CDS	1200				SIS domain-containing protein
OIOADCLO_00649	gene	261				
OIOADCLO_00649	CDS	261				type B 50S ribosomal protein L31
OIOADCLO_00650	gene	942				
OIOADCLO_00650	CDS	942				bifunctional oligoribonuclease/PAP phosphatase NrnA
OIOADCLO_00651	gene	450				
OIOADCLO_00651	CDS	450				flavodoxin
OIOADCLO_00652	gene	285				
OIOADCLO_00652	CDS	285		5.4.99.5		chorismate mutase
OIOADCLO_00653	gene	1263				
OIOADCLO_00653	CDS	1263				voltage-gated chloride channel family protein
OIOADCLO_00654	gene	348	rplS			
OIOADCLO_00654	CDS	348	rplS			50S ribosomal protein L19
OIOADCLO_00655	gene	72				
OIOADCLO_00655	tRNA	72				tRNA-Arg(cct)
OIOADCLO_00656	gene	570				
OIOADCLO_00656	CDS	570				hydrolase
OIOADCLO_00657	gene	1953	gyrB			
OIOADCLO_00657	CDS	1953	gyrB	5.6.2.2		DNA topoisomerase (ATP-hydrolyzing) subunit B
OIOADCLO_00658	gene	1725	ezrA			
OIOADCLO_00658	CDS	1725	ezrA			septation ring formation regulator EzrA
OIOADCLO_00659	gene	459				
OIOADCLO_00659	CDS	459				YueI family protein
OIOADCLO_00660	gene	1308	eno			
OIOADCLO_00660	CDS	1308	eno	4.2.1.11		phosphopyruvate hydratase
OIOADCLO_00661	gene	591				
OIOADCLO_00661	CDS	591				IS110 family transposase ISSsu7
OIOADCLO_00662	gene	453				
OIOADCLO_00662	CDS	453				hypothetical protein
OIOADCLO_00663	gene	888	nra_1			
OIOADCLO_00663	CDS	888	nra_1			transcriptional regulator Nra
OIOADCLO_00664	gene	6180				
OIOADCLO_00664	CDS	6180				hypothetical protein
OIOADCLO_00665	gene	162	sagA			
OIOADCLO_00665	CDS	162	sagA			TOMM family cytolysin streptolysin S
OIOADCLO_00666	gene	951	sagB			
OIOADCLO_00666	CDS	951	sagB			streptolysin S biosynthesis dehydrogenase SagB
OIOADCLO_00667	gene	1059				
OIOADCLO_00667	CDS	1059				streptolysin associated protein SagC
OIOADCLO_00668	gene	1359				
OIOADCLO_00668	CDS	1359				YcaO-like family protein
OIOADCLO_00669	gene	672				
OIOADCLO_00669	CDS	672				CPBP family intramembrane metalloprotease
OIOADCLO_00670	gene	684				
OIOADCLO_00670	CDS	684				SagF family protein
OIOADCLO_00671	gene	924				
OIOADCLO_00671	CDS	924				ABC transporter ATP-binding protein
OIOADCLO_00672	gene	1128				
OIOADCLO_00672	CDS	1128				SagG family ABC transporter permease subunit
OIOADCLO_00673	gene	1119				
OIOADCLO_00673	CDS	1119				ABC transporter permease
OIOADCLO_00674	gene	2733				
OIOADCLO_00674	CDS	2733				SpnA family nuclease
OIOADCLO_00675	gene	501				
OIOADCLO_00675	CDS	501				QueT transporter family protein
OIOADCLO_00676	gene	1959	ligA			
OIOADCLO_00676	CDS	1959	ligA	6.5.1.2		NAD-dependent DNA ligase LigA
OIOADCLO_00677	gene	1023				
OIOADCLO_00677	CDS	1023				diacylglycerol kinase family lipid kinase
OIOADCLO_00678	gene	198				
OIOADCLO_00678	CDS	198		7.1.2.2		F0F1 ATP synthase subunit C
OIOADCLO_00679	gene	717	atpB			
OIOADCLO_00679	CDS	717	atpB	7.1.2.2		F0F1 ATP synthase subunit A
OIOADCLO_00680	gene	495	atpF			
OIOADCLO_00680	CDS	495	atpF	7.1.2.2		F0F1 ATP synthase subunit B
OIOADCLO_00681	gene	537				
OIOADCLO_00681	CDS	537		7.1.2.2		F0F1 ATP synthase subunit delta
OIOADCLO_00682	gene	1509	atpA			
OIOADCLO_00682	CDS	1509	atpA	7.1.2.2		F0F1 ATP synthase subunit alpha
OIOADCLO_00683	gene	876				
OIOADCLO_00683	CDS	876		7.1.2.2		F0F1 ATP synthase subunit gamma
OIOADCLO_00684	gene	1407	atpD			
OIOADCLO_00684	CDS	1407	atpD	7.1.2.2		F0F1 ATP synthase subunit beta
OIOADCLO_00685	gene	417				
OIOADCLO_00685	CDS	417		7.1.2.2		F0F1 ATP synthase subunit epsilon
OIOADCLO_00686	gene	258				
OIOADCLO_00686	CDS	258				hypothetical protein
OIOADCLO_00687	gene	1272	murA			
OIOADCLO_00687	CDS	1272	murA	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OIOADCLO_00688	gene	189				
OIOADCLO_00688	CDS	189				DNA-directed RNA polymerase subunit beta
OIOADCLO_00689	gene	540	endA			
OIOADCLO_00689	CDS	540	endA	3.1.30.-		DNA-entry nuclease
OIOADCLO_00690	gene	549	raiA			
OIOADCLO_00690	CDS	549	raiA			ribosome-associated translation inhibitor RaiA
OIOADCLO_00691	gene	666				
OIOADCLO_00691	CDS	666				ComF family protein
OIOADCLO_00692	gene	1326				
OIOADCLO_00692	CDS	1326				DEAD/DEAH box helicase
OIOADCLO_00693	gene	633				
OIOADCLO_00693	CDS	633				YigZ family protein
OIOADCLO_00694	gene	942	cysK			
OIOADCLO_00694	CDS	942	cysK	2.5.1.47		cysteine synthase A
OIOADCLO_00695	gene	378				
OIOADCLO_00695	CDS	378				S1 RNA-binding domain-containing protein
OIOADCLO_00696	gene	1401				
OIOADCLO_00696	CDS	1401				Cof-type HAD-IIB family hydrolase
OIOADCLO_00697	gene	642				
OIOADCLO_00697	CDS	642				response regulator transcription factor
OIOADCLO_00698	gene	1005				
OIOADCLO_00698	CDS	1005				sensor histidine kinase
OIOADCLO_00699	gene	693	liaF			
OIOADCLO_00699	CDS	693	liaF			cell wall-active antibiotics response protein LiaF
OIOADCLO_00700	gene	1899	pknB			
OIOADCLO_00700	CDS	1899	pknB			Stk1 family PASTA domain-containing Ser/Thr kinase
OIOADCLO_00701	gene	741				
OIOADCLO_00701	CDS	741				Stp1/IreP family PP2C-type Ser/Thr phosphatase
OIOADCLO_00702	gene	1323	rsmB			
OIOADCLO_00702	CDS	1323	rsmB	2.1.1.176		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
OIOADCLO_00703	gene	936	fmt			
OIOADCLO_00703	CDS	936	fmt	2.1.2.9		methionyl-tRNA formyltransferase
OIOADCLO_00704	gene	2385				
OIOADCLO_00704	CDS	2385		3.6.1.-		primosomal protein N'
OIOADCLO_00705	gene	318	rpoZ			
OIOADCLO_00705	CDS	318	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OIOADCLO_00706	gene	636	gmk			
OIOADCLO_00706	CDS	636	gmk	2.7.4.8		guanylate kinase
OIOADCLO_00707	gene	1608				
OIOADCLO_00707	CDS	1608				ribonuclease Y
OIOADCLO_00708	gene	897				
OIOADCLO_00708	CDS	897				LysR family transcriptional regulator
OIOADCLO_00709	gene	1188				
OIOADCLO_00709	CDS	1188				acetyl-CoA C-acetyltransferase
OIOADCLO_00710	gene	651				
OIOADCLO_00710	CDS	651				CoA transferase subunit A
OIOADCLO_00711	gene	660				
OIOADCLO_00711	CDS	660				3-oxoacid CoA-transferase subunit B
OIOADCLO_00712	gene	780				
OIOADCLO_00712	CDS	780				3-hydroxybutyrate dehydrogenase
OIOADCLO_00713	gene	1332				
OIOADCLO_00713	CDS	1332				GntP family permease
OIOADCLO_00714	gene	483				
OIOADCLO_00714	CDS	483		4.4.1.21		S-ribosylhomocysteine lyase
OIOADCLO_00715	gene	1470				
OIOADCLO_00715	CDS	1470				cell division site-positioning protein MapZ family protein
OIOADCLO_00716	gene	1155				
OIOADCLO_00716	CDS	1155				class I SAM-dependent RNA methyltransferase
OIOADCLO_00717	gene	123				
OIOADCLO_00717	CDS	123				hypothetical protein
OIOADCLO_00718	gene	327	gpsB			
OIOADCLO_00718	CDS	327	gpsB			cell division regulator GpsB
OIOADCLO_00719	gene	516				
OIOADCLO_00719	CDS	516				hypothetical protein
OIOADCLO_00720	gene	600	recU			
OIOADCLO_00720	CDS	600	recU	3.1.22.4		Holliday junction resolvase RecU
OIOADCLO_00721	gene	2166	pbp1a			
OIOADCLO_00721	CDS	2166	pbp1a			penicillin-binding protein PBP1A
OIOADCLO_00722	gene	1338	pepC			
OIOADCLO_00722	CDS	1338	pepC			aminopeptidase C
OIOADCLO_00723	gene	825	nadE			
OIOADCLO_00723	CDS	825	nadE	6.3.1.5		ammonia-dependent NAD(+) synthetase
OIOADCLO_00724	gene	1455				
OIOADCLO_00724	CDS	1455		6.3.4.21		nicotinate phosphoribosyltransferase
OIOADCLO_00725	gene	1380				
OIOADCLO_00725	CDS	1380				amino acid permease
OIOADCLO_00726	gene	918	trxB			
OIOADCLO_00726	CDS	918	trxB	1.8.1.9		thioredoxin-disulfide reductase
OIOADCLO_00727	gene	225				
OIOADCLO_00727	CDS	225				hypothetical protein
OIOADCLO_00728	gene	744				
OIOADCLO_00728	CDS	744				amino acid ABC transporter ATP-binding protein
OIOADCLO_00729	gene	804				
OIOADCLO_00729	CDS	804				amino acid ABC transporter permease
OIOADCLO_00730	gene	1344				
OIOADCLO_00730	CDS	1344				DEAD/DEAH box helicase
OIOADCLO_00731	gene	1011	mraY			
OIOADCLO_00731	CDS	1011	mraY	2.7.8.13		phospho-N-acetylmuramoyl-pentapeptide- transferase
OIOADCLO_00732	gene	2256	pbp2X			
OIOADCLO_00732	CDS	2256	pbp2X			penicillin-binding protein PBP2X
OIOADCLO_00733	gene	324	ftsL			
OIOADCLO_00733	CDS	324	ftsL			cell division protein FtsL
OIOADCLO_00734	gene	1014	rsmH			
OIOADCLO_00734	CDS	1014	rsmH	2.1.1.199		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
OIOADCLO_00735	gene	240				
OIOADCLO_00735	CDS	240				hypothetical protein
OIOADCLO_00736	gene	1251				
OIOADCLO_00736	CDS	1251		1.2.1.41		glutamate-5-semialdehyde dehydrogenase
OIOADCLO_00737	gene	822	proB			
OIOADCLO_00737	CDS	822	proB	2.7.2.11		glutamate 5-kinase
OIOADCLO_00738	gene	1629				
OIOADCLO_00738	CDS	1629				ABC transporter permease
OIOADCLO_00739	gene	735				
OIOADCLO_00739	CDS	735				ABC transporter ATP-binding protein
OIOADCLO_00740	gene	267				
OIOADCLO_00740	CDS	267				bacteriocin immunity protein
OIOADCLO_00741	gene	1986	tkt			
OIOADCLO_00741	CDS	1986	tkt	2.2.1.1		transketolase
OIOADCLO_00742	gene	645	fsa			
OIOADCLO_00742	CDS	645	fsa			fructose-6-phosphate aldolase
OIOADCLO_00743	gene	1500				
OIOADCLO_00743	CDS	1500				helix-turn-helix domain-containing protein
OIOADCLO_00744	gene	1347				
OIOADCLO_00744	CDS	1347				NAD(P)/FAD-dependent oxidoreductase
OIOADCLO_00745	gene	702				
OIOADCLO_00745	CDS	702				aquaporin family protein
OIOADCLO_00746	gene	1839	glpO			
OIOADCLO_00746	CDS	1839	glpO			type 1 glycerol-3-phosphate oxidase
OIOADCLO_00747	gene	1527	glpK			
OIOADCLO_00747	CDS	1527	glpK	2.7.1.30		glycerol kinase GlpK
OIOADCLO_00748	gene	345				
OIOADCLO_00748	CDS	345				PepSY domain-containing protein
OIOADCLO_00749	gene	258				
OIOADCLO_00749	CDS	258				hypothetical protein
OIOADCLO_00750	gene	2040	glyS			
OIOADCLO_00750	CDS	2040	glyS	6.1.1.14		glycine--tRNA ligase subunit beta
OIOADCLO_00751	gene	918	glyQ			
OIOADCLO_00751	CDS	918	glyQ	6.1.1.14		glycine--tRNA ligase subunit alpha
OIOADCLO_00752	gene	534				
OIOADCLO_00752	CDS	534				isoprenylcysteine carboxyl methyltransferase family protein
OIOADCLO_00753	gene	840				
OIOADCLO_00753	CDS	840				aldo/keto reductase
OIOADCLO_00754	gene	1149	nagA			
OIOADCLO_00754	CDS	1149	nagA	3.5.1.25		N-acetylglucosamine-6-phosphate deacetylase
OIOADCLO_00755	gene	1632				
OIOADCLO_00755	CDS	1632				Na/Pi cotransporter family protein
OIOADCLO_00756	gene	723				
OIOADCLO_00756	CDS	723				hypothetical protein
OIOADCLO_00757	gene	843				
OIOADCLO_00757	CDS	843				DegV family protein
OIOADCLO_00758	gene	558				
OIOADCLO_00758	CDS	558				TetR/AcrR family transcriptional regulator
OIOADCLO_00759	gene	825				
OIOADCLO_00759	CDS	825				Cof-type HAD-IIB family hydrolase
OIOADCLO_00760	gene	618				
OIOADCLO_00760	CDS	618				trimeric intracellular cation channel family protein
OIOADCLO_00761	gene	90				
OIOADCLO_00761	CDS	90				hypothetical protein
OIOADCLO_00762	gene	978	lacD_1			
OIOADCLO_00762	CDS	978	lacD_1	4.1.2.40		tagatose-bisphosphate aldolase
OIOADCLO_00763	gene	264				
OIOADCLO_00763	CDS	264		2.7.1.144		tagatose-6-phosphate kinase
OIOADCLO_00764	gene	516	lacB_1			
OIOADCLO_00764	CDS	516	lacB_1			galactose-6-phosphate isomerase subunit LacB
OIOADCLO_00765	gene	426	lacA_1			
OIOADCLO_00765	CDS	426	lacA_1			galactose-6-phosphate isomerase subunit LacA
OIOADCLO_00766	gene	1452				
OIOADCLO_00766	CDS	1452				PTS galactitol transporter subunit IIC
OIOADCLO_00767	gene	306				
OIOADCLO_00767	CDS	306				PTS sugar transporter subunit IIB
OIOADCLO_00768	gene	474				
OIOADCLO_00768	CDS	474				PTS sugar transporter subunit IIA
OIOADCLO_00769	gene	771				
OIOADCLO_00769	CDS	771				DeoR/GlpR family DNA-binding transcription regulator
OIOADCLO_00770	gene	204				
OIOADCLO_00770	CDS	204				heavy-metal-associated domain-containing protein
OIOADCLO_00771	gene	2232				
OIOADCLO_00771	CDS	2232				heavy metal translocating P-type ATPase
OIOADCLO_00772	gene	435				
OIOADCLO_00772	CDS	435				CopY/TcrY family copper transport repressor
OIOADCLO_00773	gene	987				
OIOADCLO_00773	CDS	987				alpha/beta hydrolase
OIOADCLO_00774	gene	351	rbfA			
OIOADCLO_00774	CDS	351	rbfA			30S ribosome-binding factor RbfA
OIOADCLO_00775	gene	2862	infB			
OIOADCLO_00775	CDS	2862	infB			translation initiation factor IF-2
OIOADCLO_00776	gene	303				
OIOADCLO_00776	CDS	303				YlxQ-related RNA-binding protein
OIOADCLO_00777	gene	297				
OIOADCLO_00777	CDS	297				YlxR family protein
OIOADCLO_00778	gene	1146	nusA			
OIOADCLO_00778	CDS	1146	nusA			transcription termination factor NusA
OIOADCLO_00779	gene	537	rimP			
OIOADCLO_00779	CDS	537	rimP			ribosome maturation factor RimP
OIOADCLO_00780	gene	180				
OIOADCLO_00780	CDS	180				hypothetical protein
OIOADCLO_00781	gene	1173	sda1			
OIOADCLO_00781	CDS	1173	sda1			streptodornase Sda1
OIOADCLO_00782	gene	1197				
OIOADCLO_00782	CDS	1197				glucosaminidase domain-containing protein
OIOADCLO_00783	gene	111				
OIOADCLO_00783	CDS	111				hypothetical protein
OIOADCLO_00784	gene	186				
OIOADCLO_00784	CDS	186				holin
OIOADCLO_00785	gene	300				
OIOADCLO_00785	CDS	300				hypothetical protein
OIOADCLO_00786	gene	621				
OIOADCLO_00786	CDS	621				hypothetical protein
OIOADCLO_00787	gene	162				
